,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
397,Theiss Bendixen,"Does she still love and feel hungry? Afterlife beliefs, mind-body dualism, and religion across 24 countries",A many-analysts approach to the relation between religiosity and well-being,Aarhus University,56.1670905,10.202617693592895,,Aarhus,Central Denmark Region,Denmark
398,Onah Nkechi G. Ph.D,Religiosity and well-being among Nigerians: Exploring the mediating role of fatalism,A many-analysts approach to the relation between religiosity and well-being,Dept of Religion,16.882917,96.1114602,,Yangon,Yangon,Myanmar
399,Chujun Lin,Four dimensions characterize attributions from faces using a representative set of English trait words,To which world regions does the valence–dominance model of social perception apply?,University of California San Diego,32.87924375,-117.23112468377349,San Diego County,San Diego,California,United States
400,Patrick S. Forscher,"The benefits, barriers, and risks of big-team science",To which world regions does the valence–dominance model of social perception apply?,Busara,38.918392,-77.226977,Fairfax County,,Virginia,United States
401,Steven C. Hayes,"[BOOK][B] Prosocial: Using evolutionary science to build productive, equitable, and collaborative groups",In defense of the commons: Young children negatively evaluate and sanction free riders,University of Nevada,36.10782625,-115.14186110966509,Clark County,Las Vegas,Nevada,United States
402,Huisi (Jessica) Li,The impact of sufferers' wealth status on pain perceptions: Its development and relation to allocation of healthcare resources,Emerging complexity in children's conceptualization of the wealthy and the poor,University of Washington,47.6554303,-122.30016924820552,King County,Seattle,Washington,United States
403,Yarrow Dunham, Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
404,Nicolás Alessandroni,How to build up big team science: A practical guide for large-scale collaborations,To which world regions does the valence–dominance model of social perception apply?,Concordia University,45.4952479,-73.57858216019235,Urban agglomeration of Montreal,Montreal,Quebec,Canada
405,Simone Sebben,How to understand a research question—a challenging first step in setting up a statistical model,A many-analysts approach to the relation between religiosity and well-being,University of Zurich,47.49684345,8.72980716809498,Bezirk Winterthur,Winterthur,Zurich,Switzerland
406,Bernd Wittenbrink,The India Face Set: International and cultural boundaries impact face impressions and perceptions of category membership,To which world regions does the valence–dominance model of social perception apply?,University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
407,Linda Brennan,Consumer perceptions of food packaging in its role in fighting food waste,A many-analysts approach to the relation between religiosity and well-being,RMIT University,-37.80816075,144.96458315962926,,Melbourne,Victoria,Australia
408,Benjamin Balas, Face perception: A brief journey through recent discoveries and current directions,To which world regions does the valence–dominance model of social perception apply?,North Dakota State University,46.897155,-96.81826543221285,Cass County,Fargo,North Dakota,United States
409,Yarrow Dunham,Beyond our tribe: Developing a normative sense of group-transcendent fairness.,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
410,magnus johannesson,Heterogeneity in effect size estimates: Empirical evidence and practical implications,A many-analysts approach to the relation between religiosity and well-being,Stockholm School of Economics,56.9591273,24.1076116,,Riga,,Latvia
411,Scott Huettel,Oversampling of minority categories drives misperceptions of group compositions,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Duke University,36.00015569999999,-78.94422972195878,Durham County,Durham,North Carolina,United States
412,Xin Yang,Beyond our tribe: Developing a normative sense of group-transcendent fairness.,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
413,Eva Jenkins,Consumer perceptions of food packaging in its role in fighting food waste,A many-analysts approach to the relation between religiosity and well-being,Research Assistant,5.5624443,-57.779022,Berbice River Settlements,,Upper Demerara-Berbice,Guyana
414,Peter A. Edelsbrunner," Generalizability, Replicability, and New Insights Derived From Registered Reports Within Understudied Populations",A many-analysts approach to the relation between religiosity and well-being,ETH Zürich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
415,Julia Marshall,Children's judgments of interventions against norm violations: COVID-19 as a naturalistic case study,Children’s restorative justice in an intergroup context,Brown University,41.8186395,-71.4088008716793,Providence County,Providence,Rhode Island,United States
416,Jared D. Martin,Personality across world regions predicts variability in the structure of face impressions,To which world regions does the valence–dominance model of social perception apply?,University of Wisconsin--Madison,43.080274450000005,-89.43095871991434,Dane County,Madison,Wisconsin,United States
417,Kate Luken Raz,Creating a Society of Equals: Reducing Social Exclusion and Harassment in Schools,Emerging complexity in children's conceptualization of the wealthy and the poor,University of Maryland,48.0989816,11.582348947691202,,Munich,Bavaria,Germany
418,DongWon Oh,The structure and perceptual basis of social judgments from faces,To which world regions does the valence–dominance model of social perception apply?,National University of Singapore,1.2962018,103.77689765953073,,Singapore,,Singapore
419,Marijn van Wingerden,Egalitarian preferences in young children depend on the genders of the interacting partners,Beyond our tribe: Developing a normative sense of group-transcendent fairness.,Tilburg University,51.56306085,5.043598467727852,,Tilburg,North Brabant,Netherlands
420,Kai Ruggeri," Generalizability, Replicability, and New Insights Derived From Registered Reports Within Understudied Populations",A many-analysts approach to the relation between religiosity and well-being,Columbia University,40.80775585,-73.96161411567529,New York County,New York,New York,United States
421,Laurent Prétôt,Children cooperate more with in-group members than with out-group members in an iterated face-to-face Prisoner's Dilemma Game,Children’s restorative justice in an intergroup context,Pittsburg State University,37.39042995,-94.69539387974466,Crawford County,,Kansas,United States
422,Katherine McAuliffe," original submission, before edits from the peer review process",Emerging complexity in children's conceptualization of the wealthy and the poor,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
423,Alexandra Sarafoglou,Facing the unknown unknowns of data analysis,A many-analysts approach to the relation between religiosity and well-being,University of Amsterdam,52.36813335,4.889804155733945,,Amsterdam,North Holland,Netherlands
424,Katherine McAuliffe,Beyond punishment: psychological foundations of restorative interventions,To punish or to restore: how children evaluate victims' responses to immorality,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
425,Cindel White,Do reminders of God increase willingness to take risks?,A many-analysts approach to the relation between religiosity and well-being,York University,43.7743325,-79.50027054016516,,Toronto,Ontario,Canada
426,Lin Bian,The impact of sufferers' wealth status on pain perceptions: Its development and relation to allocation of healthcare resources,Emerging complexity in children's conceptualization of the wealthy and the poor,University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
427,Patrick K Durkee,Is facial width-to-height ratio reliably associated with social inferences?,To which world regions does the valence–dominance model of social perception apply?,"California State University, Fresno",36.820996300000004,-119.73729762569181,Fresno County,Fresno,California,United States
428,Jeffrey Buckley,Conducting Power Analyses to Determine Sample Sizes in Quantitative Research: A Primer for Technology Education Researchers Using Common Statistical Tests.,A many-analysts approach to the relation between religiosity and well-being,Technological University of the Shannon: Midlands Midwest,53.418454999999994,-7.904063095720747,County Westmeath,,,Ireland
429,Ralph Adolphs,Four dimensions characterize attributions from faces using a representative set of English trait words,To which world regions does the valence–dominance model of social perception apply?,California Institute of Technology,34.13701375,-118.12528833668254,Los Angeles County,Pasadena,California,United States
430,Brenda C Straka,Testing the generalizability of minimal group attitudes in minority and majority race children,Minimal but meaningful: Probing the limits of randomly assigned social identities,University of Illinois Urbana-Champaign,40.076154450000004,-88.22331340640494,Champaign County,Urbana,Illinois,United States
431,Scott Claessens,Being specific about generalisability,A many-analysts approach to the relation between religiosity and well-being,University of Kent,51.29508745,1.0673312821552285,Kent,Canterbury,England,United Kingdom
432,Sarah R. Schiavone,Reckoning with our crisis: An agenda for the field of social and personality psychology,To which world regions does the valence–dominance model of social perception apply?,University of California Davis,38.533790350000004,-121.79075439946112,Solano County,,California,United States
433,Richard Cook,Why is the literature on first impressions so focused on White faces?,To which world regions does the valence–dominance model of social perception apply?,School of Psychology,53.3816251,-1.493131,,Sheffield,England,United Kingdom
434,Donald Sacco,Contextual factors that heighten interest in coalitional alliances with men possessing formidable facial structures,To which world regions does the valence–dominance model of social perception apply?,The University of Southern Mississippi,30.3528503,-89.13778308631831,Harrison County,,Mississippi,United States
435,James P. Dunlea,Enduring positivity: Children of incarcerated parents report more positive than negative emotions when thinking about close others,In defense of the commons: Young children negatively evaluate and sanction free riders,Researcher,41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia
436,Chujun Lin,Multimodal investigations of emotional face processing and social trait judgment of faces,To which world regions does the valence–dominance model of social perception apply?,University of California San Diego,32.87924375,-117.23112468377349,San Diego County,San Diego,California,United States
437,Paweł Łowicki,"If not belief in God, then what? Identifying factors that contribute to well-being among Polish nonbelievers",A many-analysts approach to the relation between religiosity and well-being,University of Warsaw,52.209142549999996,21.00948486904928,,Warsaw,Masovian Voivodeship,Poland
438,Renatas Berniūnas,"Does she still love and feel hungry? Afterlife beliefs, mind-body dualism, and religion across 24 countries",A many-analysts approach to the relation between religiosity and well-being,Aarhus University,56.1670905,10.202617693592895,,Aarhus,Central Denmark Region,Denmark
439,David Melnikoff, Awareness of implicit attitudes reexamined: Large-scale tests in two experimental paradigms,Testing the automaticity features of the Affect Misattribution Procedure: The roles of awareness and intentionality,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
440,Shaocong Ma, The impact of sufferers' wealth status on pain perceptions,Emerging complexity in children's conceptualization of the wealthy and the poor,The Hong Kong University of Science,22.41868445,114.21446752013819,,Sha Tin District,Hong Kong,China
441,Lisa Katharina Frisch,How to understand a research question—a challenging first step in setting up a statistical model,A many-analysts approach to the relation between religiosity and well-being,University of Zurich,47.49684345,8.72980716809498,Bezirk Winterthur,Winterthur,Zurich,Switzerland
442,Baptist Liefooghe,Are Natural Faces Merely Labelled as Artificial Trusted Less?,To which world regions does the valence–dominance model of social perception apply?,Utrecht University,52.0832758,5.1478185,,Utrecht,Utrecht,Netherlands
443,Jingzhi Tan,Motivating children's cooperation to conserve forests,In defense of the commons: Young children negatively evaluate and sanction free riders,Leiden University,52.1686355,4.459702754883444,,Leiden,South Holland,Netherlands
444,Renatas Berniūnas,"Being prosocial and happy, and believing in life-determining forces across cultures",A many-analysts approach to the relation between religiosity and well-being,Aarhus University,56.1670905,10.202617693592895,,Aarhus,Central Denmark Region,Denmark
445,Bertram Gawronski,Self-reports are better measurement instruments than implicit measures,Testing the automaticity features of the Affect Misattribution Procedure: The roles of awareness and intentionality,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
446,Alexandra Sarafoglou,Comparing analysis blinding with preregistration in the many-analysts religion project,A many-analysts approach to the relation between religiosity and well-being,University of Amsterdam,52.36813335,4.889804155733945,,Amsterdam,North Holland,Netherlands
447,Aleah Bowie,Motivating children's cooperation to conserve forests,In defense of the commons: Young children negatively evaluate and sanction free riders,Duke University,36.00015569999999,-78.94422972195878,Durham County,Durham,North Carolina,United States
448,Julia Marshall,Developing judgments about peers' obligation to intervene,In defense of the commons: Young children negatively evaluate and sanction free riders,Brown University,41.8186395,-71.4088008716793,Providence County,Providence,Rhode Island,United States
449,Emily Gerdin,A developmental investigation of group concepts in the context of social hierarchy: Can the powerful impose group membership?,Testing the limits of structural thinking about gender,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
450,Alexandra Sarafoglou,Subjective evidence evaluation survey for many-analysts studies,A many-analysts approach to the relation between religiosity and well-being,University of Amsterdam,52.36813335,4.889804155733945,,Amsterdam,North Holland,Netherlands
451,Jason Richard Power, Multiverse analyses as a tool to support analytical robustness in technology education research,A many-analysts approach to the relation between religiosity and well-being,University of Limerick,52.67325805,-8.569809653548548,County Limerick,Limerick,,Ireland
452,Abby McLaughlin,Beyond punishment: psychological foundations of restorative interventions,To punish or to restore: how children evaluate victims' responses to immorality,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
453,Rachel Leshin,The influence of linguistic form and causal explanations on the development of social essentialism,Testing the limits of structural thinking about gender,Princeton University,40.33867515,-74.65836549131683,Mercer County,,New Jersey,United States
454,Isobel A. Heck,Children's thinking about group-based social hierarchies,Emerging complexity in children's conceptualization of the wealthy and the poor,University of Rochester,43.129864,-77.62878399245412,Monroe County,City of Rochester,New York,United States
455,Richard Cook,Why is the literature on first impressions so focused on White faces?,To which world regions does the valence–dominance model of social perception apply?,University of Leeds,53.80677435,-1.5562877504739676,,Leeds,England,United Kingdom
456,Felix Warneken,Does third-party punishment in children aim at equality?,In defense of the commons: Young children negatively evaluate and sanction free riders,University of Michigan,42.2942142,-83.71003893509601,Washtenaw County,Ann Arbor,Michigan,United States
457,Isabel Thielmann,Gossip and reputation in everyday life,To which world regions does the valence–dominance model of social perception apply?,Law,38.6065461,-82.5702511,Lawrence County,,Ohio,United States
458,Jonathan B. Freeman,Personality across world regions predicts variability in the structure of face impressions,To which world regions does the valence–dominance model of social perception apply?,Columbia University,40.80775585,-73.96161411567529,New York County,New York,New York,United States
459,Abby McLaughlin,Beyond punishment: psychological foundations of restorative interventions,Children’s restorative justice in an intergroup context,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
460,Didar Karadag,Children intend to teach conventional but not moral norms selectively to ingroup members.,Children’s restorative justice in an intergroup context,Lancaster University,54.009842899999995,-2.787576781958986,Lancashire,Lancaster,England,United Kingdom
461,"Konrad Bocian, PhD",Partner in crime: Beneficial cooperation overcomes children's aversion to antisocial others,In defense of the commons: Young children negatively evaluate and sanction free riders,SWPS University,52.2483057,21.065389805881438,,Warsaw,Masovian Voivodeship,Poland
462,Mitsuhiko Ishikawa, Moral gradients based on social boundaries: Children prioritize themselves and their ingroup when resources are limited,Beyond our tribe: Developing a normative sense of group-transcendent fairness.,Hitotsubashi University,35.693795300000005,139.44392836941262,,Kunitachi,,Japan
463,Kohitij Kãr,Multimodal investigations of emotional face processing and social trait judgment of faces,To which world regions does the valence–dominance model of social perception apply?,York University,43.7743325,-79.50027054016516,,Toronto,Ontario,Canada
464,Xin Yang,Navigating the Social World: Children's Developing Understanding of Groups and Inequalities,Emerging complexity in children's conceptualization of the wealthy and the poor,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
465,Andrei Cimpian,Political ideology in early childhood: Making the case for studying young children in political psychology,Emerging complexity in children's conceptualization of the wealthy and the poor,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
466,Hongbo Yu,Multimodal investigations of emotional face processing and social trait judgment of faces,To which world regions does the valence–dominance model of social perception apply?,University of California Santa Barbara,34.414602450000004,-119.84581004701371,Santa Barbara County,,California,United States
467,Justin Martin,Why do children punish? Fair outcomes matter more than intent in children's second-and third-party punishment,In defense of the commons: Young children negatively evaluate and sanction free riders,JPMorgan,50.7436923,-1.8309174192812279,"Bournemouth, Christchurch and Poole",,England,United Kingdom
468,Peter A. Edelsbrunner,How to understand a research question—a challenging first step in setting up a statistical model,A many-analysts approach to the relation between religiosity and well-being,ETH Zürich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
469,Jordan W. Moon,Religion as a natural laboratory for understanding human behavior,A many-analysts approach to the relation between religiosity and well-being,Evolution,41.7498292,44.7817689,,Tbilisi,,Georgia
470,Neil Hester,Little between-region and between-country variance when people form impressions of others,To which world regions does the valence–dominance model of social perception apply?,University of Waterloo,43.4701994,-80.54524293779451,Region of Waterloo,Waterloo,Ontario,Canada
471,Tim Draws,[CITATION][C] Understanding Viewpoint Biases in Web Search Results,A many-analysts approach to the relation between religiosity and well-being,OTTO,42.356173,-78.8317,Cattaraugus County,,New York,United States
472,Brian D. Earp," Relational morality in psychology and philosophy: past, present, and future",Beyond our tribe: Developing a normative sense of group-transcendent fairness.,University of Oxford,51.75870755,-1.2556684826092037,Oxfordshire,Oxford,England,United Kingdom
473,Xin Yang,To punish or to restore: how children evaluate victims' responses to immorality,Children’s restorative justice in an intergroup context,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
474,E. B. Gross,Children's gender essentialism and prejudice: Testing causal links via an experimental manipulation,Testing the limits of structural thinking about gender,Psychology,40.5964565,-74.14962047239055,,New York,New York,United States
475,Anjana Lakshmi,The India Face Set: International and cultural boundaries impact face impressions and perceptions of category membership,To which world regions does the valence–dominance model of social perception apply?,University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
476,Michael T. Rizzo, Preschoolers selectively trust and selectively share with others based on their past accuracy and intentions,In defense of the commons: Young children negatively evaluate and sanction free riders,University of Illinois,40.076154450000004,-88.22331340640494,Champaign County,Urbana,Illinois,United States
477,Luca M. Leisten,Are Natural Faces Merely Labelled as Artificial Trusted Less?,To which world regions does the valence–dominance model of social perception apply?,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
478,Benedek Kurdi, Awareness of implicit attitudes reexamined: Large-scale tests in two experimental paradigms,Testing the automaticity features of the Affect Misattribution Procedure: The roles of awareness and intentionality,University of Illinois Urbana–Champaign,40.076154450000004,-88.22331340640494,Champaign County,Urbana,Illinois,United States
479,Scott Claessens,Being specific about generalisability,A many-analysts approach to the relation between religiosity and well-being,Research Associate,38.791182000000006,-89.9902208884049,Madison County,Edwardsville,Illinois,United States
480,Stephen Antonoplis,Unconstrained descriptions of Facebook profile pictures support high-dimensional models of impression formation,To which world regions does the valence–dominance model of social perception apply?,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
481,Katherine McAuliffe,Children cooperate more with in-group members than with out-group members in an iterated face-to-face Prisoner's Dilemma Game,Children’s restorative justice in an intergroup context,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
482,James P. Dunlea,Children's socio‐moral judgments and behaviors toward peers with and without incarcerated parents,Emerging complexity in children's conceptualization of the wealthy and the poor,Walgreens Co.,42.156765199999995,-87.87115616395592,Lake County,,Illinois,United States
483,M.J. Crockett,Children punish third parties to satisfy both consequentialist and retributive motives,In defense of the commons: Young children negatively evaluate and sanction free riders,Princeton University,40.33867515,-74.65836549131683,Mercer County,,New Jersey,United States
484,Jean-Baptiste André,Prosocial religions as folk-technologies of mutual policing,In defense of the commons: Young children negatively evaluate and sanction free riders,CNRS,48.8475401,2.2640299470873737,,Paris,,France
485,Alexandra Sarafoglou,Many-analysts religion project: Reflection and conclusion,A many-analysts approach to the relation between religiosity and well-being,University of Amsterdam,52.36813335,4.889804155733945,,Amsterdam,North Holland,Netherlands
486,Xin Yang, Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
487,Eunike Mutiara Himawan,Religion and well-being in Indonesia: Exploring the role of religion in a society where being atheist is not an option,A many-analysts approach to the relation between religiosity and well-being,The University of Queensland,-27.49741805,153.01316955983583,,,Queensland,Australia
488,Stephanie Denison,Local or foreign? Flexibility in children's preference for similar others.,Minimal but meaningful: Probing the limits of randomly assigned social identities,University of Waterloo,43.4701994,-80.54524293779451,Region of Waterloo,Waterloo,Ontario,Canada
489,Peter A. Edelsbrunner," Generalizability, Replicability, and New Insights Derived From Registered Reports Within Understudied Populations",A many-analysts approach to the relation between religiosity and well-being,LMU Munich,48.1566081,11.5829267,,Munich,Bavaria,Germany
490,Rachel Leshin,Structural explanations for inequality reduce children's biases and promote rectification only if they implicate the high-status group,Testing the limits of structural thinking about gender,Princeton University,40.33867515,-74.65836549131683,Mercer County,,New Jersey,United States
491,Kerri L. Johnson,[CITATION][C] 222 Perception of Faces and Bodies,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,UCLA,34.070877749999994,-118.44685031405575,Los Angeles County,Los Angeles,California,United States
492,Dimitra Tsamadi,People perception and stereotype-based responding: task context matters,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,University of Aberdeen,57.16452475,-2.1018363546621197,,Aberdeen City,Scotland,United Kingdom
493,Brenda C Straka,Testing the generalizability of minimal group attitudes in minority and majority race children,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,University of Illinois Urbana-Champaign,40.076154450000004,-88.22331340640494,Champaign County,Urbana,Illinois,United States
494,Jais Adam-Troian,Together we stand? Belonging motive moderates the effect of national ingroup salience on attitudes towards ethnic minorities,Minimal but meaningful: Probing the limits of randomly assigned social identities,Heriot-Watt University (Dubai Campus),25.101589349999998,55.16204776867603,,,Dubai,United Arab Emirates
495,Vanessa LoBue,Children's consideration of effort and outcome in reward distribution tasks,She succeeded despite lack of ability or resources: Children’s consideration of constraint in beliefs and reasoning about academic achievement.,Rutgers University,40.492977800000006,-74.44510808059266,Middlesex County,New Brunswick,New Jersey,United States
496,Fan Yang, Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Minimal but meaningful: Probing the limits of randomly assigned social identities,The University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
497,Karel Karsten Himawan,Religion and well-being in Indonesia: Exploring the role of religion in a society where being atheist is not an option,A many-analysts approach to the relation between religiosity and well-being,Universitas Pelita Harapan,3.5862691,98.6733159,,City of Medan,North Sumatra,Indonesia
498,Ryan E Tracy,Preliminary evidence for neck musculature in shaping functional stereotypes of men's relationship motives,To which world regions does the valence–dominance model of social perception apply?,CUNY,45.8289969,5.4712795,Ain,,Auvergne-Rhône-Alpes,France
499,Neil Hester,Dress is a fundamental component of person perception,To which world regions does the valence–dominance model of social perception apply?,University of Waterloo,43.4701994,-80.54524293779451,Region of Waterloo,Waterloo,Ontario,Canada
500,Shaocong Ma,The impact of sufferers' wealth status on pain perceptions: Its development and relation to allocation of healthcare resources,Emerging complexity in children's conceptualization of the wealthy and the poor,Technology,-0.2912908,36.0353719,Nakuru West,Kapkures ward,Nakuru,Kenya
501,Linn M. Persson,Comparing person and people perception: Multiple group members do not increase stereotype priming,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,University of Aberdeen,57.16452475,-2.1018363546621197,,Aberdeen City,Scotland,United Kingdom
502,Susan Gelman,How generic language shapes the development of social thought,Testing the limits of structural thinking about gender,University of Michigan,42.2942142,-83.71003893509601,Washtenaw County,Ann Arbor,Michigan,United States
503,Felix Holzmeister,Heterogeneity in effect size estimates: Empirical evidence and practical implications,A many-analysts approach to the relation between religiosity and well-being,University of Innsbruck,47.26331595,11.384473309954492,,Innsbruck,Tyrol,Austria
504,Jochen Rehmert,"Party membership, pre-parliamentary socialization and party cohesion",Minimal but meaningful: Probing the limits of randomly assigned social identities,Universität Basel,47.55710435,7.583574269349619,,Basel,Basel-City,Switzerland
505,Kristina Reiss Olson,Children's gender essentialism and prejudice: Testing causal links via an experimental manipulation,Testing the limits of structural thinking about gender,Princeton University,40.33867515,-74.65836549131683,Mercer County,,New Jersey,United States
506,R.I.M. Dunbar,The role of religion in adolescent mental health: faith as a moderator of the relationship between distrust and depression,A many-analysts approach to the relation between religiosity and well-being,"University of Oxford, UK",51.75870755,-1.2556684826092037,Oxfordshire,Oxford,England,United Kingdom
507,Regan Bernhard,Why do children punish? Fair outcomes matter more than intent in children's second-and third-party punishment,In defense of the commons: Young children negatively evaluate and sanction free riders,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
508,Katherine McAuliffe,Third-party punishment promotes fairness in children.,In defense of the commons: Young children negatively evaluate and sanction free riders,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
509,Heidi Baumgartner,How to build up big team science: A practical guide for large-scale collaborations,A many-analysts approach to the relation between religiosity and well-being,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
510,Shaocong Ma,The impact of sufferers' wealth status on pain perceptions: Its development and relation to allocation of healthcare resources,She succeeded despite lack of ability or resources: Children’s consideration of constraint in beliefs and reasoning about academic achievement.,The Hong Kong University of Science,22.41868445,114.21446752013819,,Sha Tin District,Hong Kong,China
511,Cai Guo, Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Minimal but meaningful: Probing the limits of randomly assigned social identities,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
512,Justin Sulik,Many analysts and few incentives,A many-analysts approach to the relation between religiosity and well-being,Ludwig Maximilian University of Munich,48.15047575,11.579835648337658,,Munich,Bavaria,Germany
513,Gülşah DOĞANAY,An Investigation into the Perceptions and Stereotypical Beliefs of Preschool-Age Children Regarding Poverty,Emerging complexity in children's conceptualization of the wealthy and the poor,Giresun Üniversitesi,40.89804715,38.43797750889884,,Giresun,,Turkey
514,Josie Benitez,The influence of linguistic form and causal explanations on the development of social essentialism,Testing the limits of structural thinking about gender,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
515,Bertolt Meyer," Perceived diversity in teams: Conceptualizations, effects, and new research avenues",Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Business Psychology,33.39189505,-111.8705081049367,Maricopa County,Phoenix,Arizona,United States
516,Jessica Kay Flake,Construct validity and the validity of replication studies: A systematic review.,To which world regions does the valence–dominance model of social perception apply?,Modelling,55.6833252,12.5857893,,Copenhagen,Capital Region of Denmark,Denmark
517,Paul Lodder,Why researchers should not ignore measurement error and skewness in questionnaire item scores,A many-analysts approach to the relation between religiosity and well-being,Tilburg University,51.56306085,5.043598467727852,,Tilburg,North Brabant,Netherlands
518,Ted Ruffman,Negative Intergroup Discrimination and Belonging in the Minimal Group Paradigm,Minimal but meaningful: Probing the limits of randomly assigned social identities,University of Otago,-45.8649793,170.51461487350844,Dunedin City,Dunedin,Otago,New Zealand
519,Katherine McAuliffe,Beyond punishment: psychological foundations of restorative interventions,Children’s restorative justice in an intergroup context,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
520,Michiel van Elk,Many-analysts religion project: Reflection and conclusion,A many-analysts approach to the relation between religiosity and well-being,Leiden University,52.1686355,4.459702754883444,,Leiden,South Holland,Netherlands
521,Onah Nkechi G. Ph.D,Religiosity and well-being among Nigerians: Exploring the mediating role of fatalism,A many-analysts approach to the relation between religiosity and well-being,Nsukka,6.8561,7.3927,,,Enugu State,Nigeria
522,Dimitris I. Tsomokos,The role of religion in adolescent mental health: faith as a moderator of the relationship between distrust and depression,A many-analysts approach to the relation between religiosity and well-being,University College London,51.52420305,-0.13300072425929543,,London,England,United Kingdom
523,Kurt Hugenberg,Perception of faces and bodies,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Brain Sciences,43.7215637,-79.376836,,Toronto,Ontario,Canada
524,Dr. Mariano L.M. Heyden,The face of wrongdoing? An expectancy violations perspective on CEO facial characteristics and media coverage of misconducting firms,To which world regions does the valence–dominance model of social perception apply?,Monash University,-37.783974549999996,144.95867432609305,,Melbourne,Victoria,Australia
525,Mikko Kangassalo,"The epistemic condition for moral responsibility: an examination of the searchlight view, George Sher's alternative, and a pragmatic view",Minimal but meaningful: Probing the limits of randomly assigned social identities,MSc,13.0743424,80.242421,,Chennai,Tamil Nadu,India
526,Rebecca Peretz-Lange,Verbally highlighting extrinsic causes of novel social disparities helps children view low-status groups as structurally disadvantaged rather than personally inferior,Testing the limits of structural thinking about gender,Vassar College,41.6854718,-73.89349332938956,Dutchess County,,New York,United States
527,Yarrow Dunham,A developmental investigation of group concepts in the context of social hierarchy: Can the powerful impose group membership?,Testing the limits of structural thinking about gender,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
528,Clare Sutherland,Understanding trait impressions from faces,To which world regions does the valence–dominance model of social perception apply?,University of Aberdeen,57.16452475,-2.1018363546621197,,Aberdeen City,Scotland,United Kingdom
529,Melanie Cilliers (née Deist),(Not) part of the team: Racial empathy bias in a South African minimal group study,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,Stellenbosch University,-33.9326212,18.865055115199628,Cape Winelands District Municipality,Stellenbosch Local Municipality,Western Cape,South Africa
